Primacy Agency,PWS ID,PWS Name,Population Served,City Name,Compliance Period Begin Date,Compliance Period End Date
North Carolina,NC0160196,WESTWOOD MHP,56,MONROE,01-Jan-2011,31-Dec-2013
North Carolina,NC0160196,WESTWOOD MHP,56,MONROE,01-Jan-2011,31-Dec-2013
North Carolina,NC0160196,WESTWOOD MHP,56,MONROE,01-Jan-2011,31-Dec-2013
North Carolina,NC0160196,WESTWOOD MHP,56,MONROE,01-Jan-2020,31-Dec-2022
North Carolina,NC0160264,BRADFIELD FARMS S/D,"2,967",CHARLOTTE,01-Jan-2002,31-Dec-2004
North Carolina,NC0161400,PENLAND SCHOOL OF CRAFTS,100,PENLAND,01-Jan-2002,31-Dec-2004
North Carolina,NC0175015,COLUMBUS TOWN OF,"2,489",COLUMBUS,01-Jan-2020,31-Dec-2022
North Carolina,NC0180065,"KANNAPOLIS, CITY OF","49,921",KANNAPOLIS,01-Jan-2002,31-Dec-2002
North Carolina,NC0180065,"KANNAPOLIS, CITY OF","49,921",KANNAPOLIS,01-Jan-2004,31-Dec-2004
North Carolina,NC0180159,OLD FARM DEVELOPMENT,213,DENVER,01-Jan-2001,31-Dec-2003
North Carolina,NC0180194,CEDAR GLENN MHP INC,198,CLEVELAND,01-Jan-2005,31-Dec-2007
North Carolina,NC0180194,CEDAR GLENN MHP INC,198,CLEVELAND,01-Jan-2005,31-Dec-2007
North Carolina,NC0180194,CEDAR GLENN MHP INC,198,CLEVELAND,01-Jan-2001,31-Dec-2003
North Carolina,NC0180194,CEDAR GLENN MHP INC,198,CLEVELAND,01-Jan-2001,31-Dec-2003
North Carolina,NC0180212,KNOLL VIEW S/D,178,DENVER,01-Jan-2002,31-Dec-2004
North Carolina,NC0180425,HICKORY LANE MHP,83,SALISBURY,01-Jan-2011,31-Dec-2013
North Carolina,NC0180655,MORGAN ELEMENTARY SCHOOL,539,SALISBURY,01-Jan-2005,31-Dec-2007
North Carolina,NC0181010,"FOREST CITY, TOWN OF","21,521",FOREST CITY,01-Jan-2015,31-Dec-2015
North Carolina,NC0181020,"LAKE LURE,  TOWN OF","1,176",LAKE LURE,01-Jan-2005,31-Dec-2007
North Carolina,NC0181020,"LAKE LURE,  TOWN OF","1,176",LAKE LURE,01-Jan-2005,31-Dec-2007
North Carolina,NC0187124,NANTAHALA VILLAGE,135,COVINGTON,01-Jan-2001,31-Dec-2003
North Carolina,NC0188104,CONNESTEE FALLS,"3,532",CHARLOTTE,01-Jan-2000,31-Dec-2002
North Carolina,NC0188118,TURKEY PEN MHP,229,DENVER,01-Jan-2002,31-Dec-2004
North Carolina,NC0188118,TURKEY PEN MHP,229,DENVER,01-Jan-2004,31-Dec-2004
North Carolina,NC0188118,TURKEY PEN MHP,229,DENVER,01-Jan-2001,31-Dec-2003
North Carolina,NC0188118,TURKEY PEN MHP,229,DENVER,01-Jan-2001,31-Dec-2003
North Carolina,NC0188130,TOXAWAY FALLS CONDOS,74,PISGAH FOREST,01-Jan-2002,31-Dec-2004
North Carolina,NC0188132,RIDGE HAVEN CONFERENCE CENTER,100,BREVARD,01-Jan-2001,31-Dec-2003
North Carolina,NC0188132,RIDGE HAVEN CONFERENCE CENTER,100,BREVARD,01-Jan-2000,31-Dec-2002
North Carolina,NC0188537,TOXAWAY SHORES,64,BREVARD,01-Jan-2005,31-Dec-2005
North Carolina,NC0188537,TOXAWAY SHORES,64,BREVARD,01-Jan-2002,31-Dec-2002
North Carolina,NC0195117,MOUNTAIN RIDGE ESTATES,168,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC0195498,DOT-BOONE MAINT YARD,38,NORTH WILKESBORO,01-Jan-2005,31-Dec-2007
North Carolina,NC0197606,ECKERD OF BOOMER,33,BOOMER,01-Jan-2005,31-Dec-2007
North Carolina,NC0201025,"ELON, TOWN OF","11,350",ELON,01-Jan-2005,31-Dec-2007
North Carolina,NC0201105,COUNTRY CLUB MHP,127,ELON,01-Jan-2020,31-Dec-2022
North Carolina,NC0201120,MEADOWLANE ESTATES MHP,48,BURLINGTON,01-Jan-2008,31-Dec-2010
North Carolina,NC0201202,RUSSETTE MEADOWS MHP,65,BURLINGTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0201475,BIBLE WESLEYAN CHRISTIAN SCHOOL,25,GRAHAM,01-Jan-2000,31-Dec-2002
North Carolina,NC0201520,UFP MID ATLANTIC LLC,210,BURLINGTON,01-Jan-2002,31-Dec-2004
North Carolina,NC0201560,STEP BY STEP CHILD CARE,60,BURLINGTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0217410,RIVERSIDE FURNITURE GIBSONVILLE WAREHOUS,25,GIBSONVILLE,01-Jan-2005,31-Dec-2007
North Carolina,NC0217414,SOUTH ELEMENTARY SCHOOL,354,BLANCH,01-Jan-2002,31-Dec-2004
North Carolina,NC0234566,CLEMMONS LEARNING CENTER,75,WINSTON-SALEM,01-Jan-2000,31-Dec-2002
North Carolina,NC0234566,CLEMMONS LEARNING CENTER,75,WINSTON-SALEM,01-Jan-2005,31-Dec-2007
North Carolina,NC0235015,"LOUISBURG, TOWN OF","4,554",LOUISBURG,01-Jan-2007,31-Dec-2007
North Carolina,NC0235521,KIDS ZONE DAYCARE,63,LOUISBURG,01-Jan-2017,31-Dec-2019
North Carolina,NC0235521,KIDS ZONE DAYCARE,63,LOUISBURG,01-Jan-2011,31-Dec-2013
North Carolina,NC0239495,WHITE RABBIT CHILD CARE & PS,52,CREEDMOOR,01-Jan-2017,31-Mar-2017
North Carolina,NC0241025,"GIBSONVILLE, TOWN OF","8,920",GIBSONVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0241113,OAK LANE MHP,56,CLIMAX,01-Jan-2000,31-Dec-2002
North Carolina,NC0241139,ROCK CREEK MH VILLAGE,275,FRANKLINVILLE,01-Jan-2001,31-Dec-2003
North Carolina,NC0241139,ROCK CREEK MH VILLAGE,275,FRANKLINVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0241139,ROCK CREEK MH VILLAGE,275,FRANKLINVILLE,01-Jan-2020,31-Dec-2022
North Carolina,NC0241139,ROCK CREEK MH VILLAGE,275,FRANKLINVILLE,01-Jan-2020,31-Dec-2022
North Carolina,NC0241196,QUARTERSTONE FARM/COUNTRY XING,683,GREENSBORO,01-Jan-2000,31-Dec-2002
North Carolina,NC0241216,ROCK CREEK MH VILLAGE  NO 2,305,FRANKLINVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0241216,ROCK CREEK MH VILLAGE  NO 2,305,FRANKLINVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0241216,ROCK CREEK MH VILLAGE  NO 2,305,FRANKLINVILLE,01-Jan-2020,31-Dec-2022
North Carolina,NC0241216,ROCK CREEK MH VILLAGE  NO 2,305,FRANKLINVILLE,01-Jan-2020,31-Dec-2022
North Carolina,NC0241234,HENSON FARMS S/D,251,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC0241539,OAK RIDGE MILITARY ACADEMY,150,OAK RIDGE,01-Jan-2005,31-Dec-2007
North Carolina,NC0241539,OAK RIDGE MILITARY ACADEMY,150,OAK RIDGE,01-Jan-2005,31-Dec-2007
North Carolina,NC0241539,OAK RIDGE MILITARY ACADEMY,150,OAK RIDGE,01-Jan-2005,31-Dec-2007
North Carolina,NC0241539,OAK RIDGE MILITARY ACADEMY,150,OAK RIDGE,01-Jan-2005,31-Dec-2007
North Carolina,NC0276025,"LIBERTY, TOWN OF","2,655",LIBERTY,01-Jul-2005,30-Sep-2005
North Carolina,NC0276025,"LIBERTY, TOWN OF","2,655",LIBERTY,01-Apr-2005,30-Jun-2005
North Carolina,NC0276153,RIMMER`S MHP,63,ARCHDALE,01-Jan-2011,31-Dec-2013
North Carolina,NC0276201,RICHLAND VILLAGE MHP,389,ASHEBORO,01-Jul-2003,30-Sep-2003
North Carolina,NC0276435,BRAXTON CULLER,124,CHAPEL HILL,01-Jan-2003,31-Dec-2003
North Carolina,NC0276611,LEVEL CROSS CHRISTIAN SCHOOL,94,RANDLEMAN,01-Jan-2005,31-Dec-2007
North Carolina,NC0276631,FARMER ELEMENTARY SCHOOL,351,ASHEBORO,01-Jan-2011,31-Dec-2013
North Carolina,NC0276659,NORTHEASTERN RANDOLPH MID SCH,629,ASHEBORO,01-Jan-2011,31-Dec-2013
North Carolina,NC0279121,SUNNY MEADOWS,70,BROWNS SUMMIT,01-Jan-2017,31-Dec-2019
North Carolina,NC0279121,SUNNY MEADOWS,70,BROWNS SUMMIT,01-Jan-2000,31-Dec-2002
North Carolina,NC0279134,FAIRGROVE MHP,244,REIDSVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0279159,SHADY ACRES MHP,90,REIDSVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0285015,"WALNUT COVE, TOWN OF","2,210",WALNUT COVE,01-Jan-2000,31-Dec-2002
North Carolina,NC0285015,"WALNUT COVE, TOWN OF","2,210",WALNUT COVE,01-Jan-1999,31-Dec-2001
North Carolina,NC0285130,COUNTRY LIVING APTS,66,THOMASVILLE,01-Jan-2008,31-Dec-2010
North Carolina,NC0286030,"DOBSON, TOWN OF","2,615",DOBSON,01-Jan-2004,31-Dec-2004
North Carolina,NC0286175,ORCHARD VIEW PARK,109,MOUNT AIRY,01-Jan-2017,31-Dec-2019
North Carolina,NC0286538,GRACE ACADEMY OF MT AIRY,117,MT. AIRY,01-Jan-2005,31-Dec-2007
North Carolina,NC0291102,KNOLL TERRACE MHP,254,FARMINGTON HILLS,01-Jan-2020,31-Dec-2022
North Carolina,NC0293487,MORATUCK MANOR S/D,55,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0304020,"WADESBORO, TOWN OF","5,608",WADESBORO,01-Jan-2009,31-Dec-2009
North Carolina,NC0309050,"EAST ARCADIA, TOWN OF",609,RIEGEL WOOD,01-Jan-2005,31-Dec-2007
North Carolina,NC0309050,"EAST ARCADIA, TOWN OF",609,RIEGEL WOOD,01-Jan-2005,31-Dec-2007
North Carolina,NC0309060,BLADEN CO WTR DIST-EAST BLADEN,"3,889",ELIZABETHTOWN,01-Jan-2000,31-Dec-2002
North Carolina,NC0319124,COUNTRY ESTATES MHP,60,APEX,01-Jan-2000,31-Dec-2002
North Carolina,NC0319126,CHATHAM CO-NORTH,"28,956",PITTSBORO,01-Jan-2008,31-Dec-2008
North Carolina,NC0319437,CAMP ROYALL AUTISM SOCIETY,80,MONCURE,01-Jan-2001,31-Dec-2003
North Carolina,NC0326332,CLIFFDALE WEST,"15,220",DENVER,01-Jul-2022,30-Sep-2022
North Carolina,NC0326627,GRAYS CREEK ELEM SCHOOL,460,FAYETTEVILLE,01-Jan-2001,31-Dec-2003
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2020,31-Dec-2022
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2020,31-Dec-2022
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2020,31-Dec-2022
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2023,31-Dec-2023
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2023,31-Dec-2023
North Carolina,NC0332106,WHISPERING PINES MHP,305,DURHAM,01-Jan-2023,31-Dec-2023
North Carolina,NC0347025,HOKE CO REGIONAL WATER SYSTEM,"22,563",RAEFORD,01-Jan-2001,31-Dec-2003
North Carolina,NC0347025,HOKE CO REGIONAL WATER SYSTEM,"22,563",RAEFORD,01-Jul-2005,30-Sep-2005
North Carolina,NC0347025,HOKE CO REGIONAL WATER SYSTEM,"22,563",RAEFORD,01-Jan-2005,31-Dec-2007
North Carolina,NC0351010,"SMITHFIELD, TOWN OF","12,900",SELMA,01-Jan-2022,31-Dec-2022
North Carolina,NC0351040,"PINE LEVEL, TOWN OF","2,413",PINE LEVEL,01-Jan-2011,31-Dec-2013
North Carolina,NC0351120,ADAMS MHP,80,MIDDLESEX,01-Jan-2011,31-Dec-2013
North Carolina,NC0351189,BUFFALO CREEK S/D,721,CHARLOTTE,01-Jan-2000,31-Dec-2002
North Carolina,NC0363025,"CARTHAGE, TOWN OF","3,930",CARTHAGE,01-Jan-2005,31-Dec-2005
North Carolina,NC0363040,"CAMERON, TOWN OF",490,CAMERON,01-Jan-2001,31-Dec-2003
North Carolina,NC0363040,"CAMERON, TOWN OF",490,CAMERON,01-Jan-2003,31-Dec-2003
North Carolina,NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,"30,377",CARTHAGE,01-Jan-2003,31-Dec-2003
North Carolina,NC0363124,CIRCLE H MHP,68,ABERDEEN,01-Jan-2002,31-Dec-2010
North Carolina,NC0363124,CIRCLE H MHP,68,ABERDEEN,01-Jan-2017,31-Dec-2019
North Carolina,NC0363124,CIRCLE H MHP,68,ABERDEEN,01-Jan-2011,31-Dec-2013
North Carolina,NC0363408,SUNSET DRIVE MHP,81,ROBBINS,01-Jan-2020,31-Dec-2022
North Carolina,NC0368015,"HILLSBOROUGH, TOWN OF","15,238",HILLSBOROUGH,01-Jan-2020,31-Dec-2020
North Carolina,NC0368119,HOMESTEAD MHP,25,DURHAM,01-Jan-2017,31-Dec-2019
North Carolina,NC0368119,HOMESTEAD MHP,25,DURHAM,01-Jan-2017,31-Dec-2019
North Carolina,NC0368443,MT HERMON BAPT CHURCH,45,CHAPEL HILL,01-Jan-2000,31-Dec-2002
North Carolina,NC0382040,"TURKEY, TOWN OF",352,CLINTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0382040,"TURKEY, TOWN OF",352,CLINTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0382536,MINTZ CHRISTIAN ACADEMY,306,ROSEBORO,01-Jan-2020,31-Dec-2022
North Carolina,NC0383020,"WAGRAM, TOWN OF",965,WAGRAM,01-Jan-2000,31-Dec-2002
North Carolina,NC0383020,"WAGRAM, TOWN OF",965,WAGRAM,01-Jan-2000,31-Dec-2002
North Carolina,NC0392091,LITTLE JOHN ACRES,63,GARNER,01-Jan-2017,31-Dec-2019
North Carolina,NC0392092,COUNTRY CREEK S/D,176,FUQUAY-VARINA,01-Jan-2002,31-Dec-2010
North Carolina,NC0392092,COUNTRY CREEK S/D,176,FUQUAY-VARINA,01-Jan-2005,31-Dec-2007
North Carolina,NC0392092,COUNTRY CREEK S/D,176,FUQUAY-VARINA,01-Jan-2002,31-Dec-2004
North Carolina,NC0392101,ACRES OF SPACE MHP,332,ZEBULON,01-Jan-2000,31-Dec-2002
North Carolina,NC0392101,ACRES OF SPACE MHP,332,ZEBULON,01-Jan-2000,31-Dec-2002
North Carolina,NC0392101,ACRES OF SPACE MHP,332,ZEBULON,01-Jan-2000,31-Dec-2002
North Carolina,NC0392121,COUNTRY SQUIRE MOBILE ESTATES,85,CLAYTON,01-Jan-2017,31-Dec-2019
North Carolina,NC0392212,BURNETTE`S MHP,47,RALEIGH,01-Jan-2000,31-Dec-2002
North Carolina,NC0392225,NEUSE RIVER VILLAGE MHP,333,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0392225,NEUSE RIVER VILLAGE MHP,333,DENVER,01-Jan-2001,31-Dec-2003
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jan-2005,31-Dec-2007
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jan-2011,31-Dec-2013
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jan-2005,31-Dec-2007
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jan-2011,31-Dec-2013
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jan-2011,31-Dec-2013
North Carolina,NC0392250,DEERFIELD PARK S/D,440,GARNER,01-Jul-2005,30-Sep-2005
North Carolina,NC0392274,TRINITY FARMS S/D,42,CHAPEL HILL,01-Jan-2000,31-Dec-2002
North Carolina,NC0392332,HICKORY HAVEN S/D,41,GOLDSBORO,01-Jan-2020,31-Dec-2022
North Carolina,NC0392373,BAYLEAF MASTER,"15,585",DENVER,01-Jan-2001,31-Dec-2003
North Carolina,NC0392395,TWIN LAKE FARM S/D,208,BIRMINGHAM,01-Jan-2002,31-Dec-2004
North Carolina,NC0392975,CORINTH UNITED CH OF CHRIST,125,WAKE FOREST,01-Jan-2000,31-Dec-2002
North Carolina,NC0392978,FALLS ACADEMY,115,KNIGHTDALE,01-Jan-2017,31-Dec-2019
North Carolina,NC0407015,BELHAVEN WATER SYSTEM,"1,960",BELHAVEN,01-Jan-2004,31-Dec-2004
North Carolina,NC0408085,BERTIE COUNTY REGIONAL WATER,"12,893",WINDSOR,01-Jan-2000,31-Dec-2002
North Carolina,NC0408085,BERTIE COUNTY REGIONAL WATER,"12,893",WINDSOR,01-Jan-2000,31-Dec-2002
North Carolina,NC0425127,SANDERSON`S MHP,34,HAVELOCK,01-Jan-2014,31-Dec-2016
North Carolina,NC0427105,OCEAN SANDS DEVELOPMENT,"2,600",COROLLA,01-Jan-2001,31-Dec-2003
North Carolina,NC0428010,"NAGS HEAD, TOWN OF","3,125",NAGS HEAD,01-Jan-2004,31-Dec-2004
North Carolina,NC0431085,DUPLIN COUNTY WATER SYSTEM,"18,542",KENANSVILLE,01-Jan-2005,31-Dec-2007
North Carolina,NC0442020,WELDON WATER SYSTEM,"1,386",WELDON,01-Jan-2003,31-Dec-2003
North Carolina,NC0459416,DOMTAR PAPER COMPANY - PULP & PAPER,450,PLYMOUTH,01-Jan-2000,31-Dec-2002
North Carolina,NC0464035,"BAILEY, TOWN OF",563,BAILEY,01-Jan-2017,31-Dec-2019
North Carolina,NC0464115,OAK LEVEL MHP,99,NASHVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0464118,RIVERSIDE MHP,75,BAILEY,01-Jan-2011,31-Dec-2013
North Carolina,NC0464317,CEDAR LAKE MHP,124,RALEIGH,01-Jan-2000,31-Dec-2002
North Carolina,NC0465025,KURE BEACH WATER SYSTEM,"5,110",KURE BEACH,01-Jan-2005,31-Dec-2007
North Carolina,NC0465025,KURE BEACH WATER SYSTEM,"5,110",KURE BEACH,01-Jan-2005,31-Dec-2007
North Carolina,NC0465025,KURE BEACH WATER SYSTEM,"5,110",KURE BEACH,01-Jan-2005,31-Dec-2007
North Carolina,NC0465025,KURE BEACH WATER SYSTEM,"5,110",KURE BEACH,01-Jan-2005,31-Dec-2007
North Carolina,NC0465112,COLLEGE VIEW MHP,66,WILMINGTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0465199,THE CAPE MASTER SYSTEM,"11,368",DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0466108,NORTHAMPTON--MILWAUKEE,"5,715",JACKSON,01-Jan-2001,31-Dec-2003
North Carolina,NC0466108,NORTHAMPTON--MILWAUKEE,"5,715",JACKSON,01-Jan-2001,31-Dec-2003
North Carolina,NC0467136,LAURADALE S/D,"2,527",JACKSONVILLE,01-Jan-2011,31-Dec-2013
North Carolina,NC0471015,"SURF CITY, TOWN OF","9,730",SURF CITY,01-Jan-2002,31-Dec-2004
North Carolina,NC0496155,WALNUT CREEK VILLAGE,950,GOLDSBORO,01-Jan-2005,31-Dec-2007
North Carolina,NC0498035,"BLACK CREEK, TOWN OF","1,795",BLACK CREEK,01-Jan-2005,31-Dec-2007
North Carolina,NC0498040,SARATOGA TOWN OF,426,LUCAMA,01-Jan-2005,31-Dec-2007
North Carolina,NC0498045,"SIMS, TOWN OF",440,SIMS,01-Jan-2005,31-Dec-2007
North Carolina,NC1056001,LINVILLE FALLS CLUB,127,MARION,01-Jan-2017,31-Dec-2019
North Carolina,NC1056011,BONNIE PLANTS - NEBO STATION,50,NEBO,01-Jul-2005,30-Sep-2005
North Carolina,NC1056011,BONNIE PLANTS - NEBO STATION,50,NEBO,01-Apr-2005,30-Jun-2005
North Carolina,NC1056013,SUNSET POINT S/D,31,NEBO,01-Jan-2005,31-Dec-2007
North Carolina,NC1056029,RECOVERY VENTURES CORPORATION,64,BLACK MOUNTAIN,01-Jan-2005,31-Dec-2007
North Carolina,NC2080005,CORNERSTONE CHURCH,80,SALISBURY,01-Jan-2000,31-Dec-2002
North Carolina,NC3041064,METALS USA,43,GREENSBORO,01-Jan-2005,31-Dec-2007
North Carolina,NC3076008,ASHEBORO COUNTRY CLUB ESTATES,26,BIRMINGHAM,01-Jan-2005,31-Dec-2007
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Jul-2021,30-Sep-2021
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Jul-2021,30-Sep-2021
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Jan-2022,31-Mar-2022
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Oct-2021,31-Dec-2021
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Apr-2022,30-Jun-2022
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Oct-2021,31-Dec-2021
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Jan-2022,31-Mar-2022
North Carolina,NC3095002,ECHOTA S/D,678,CHARLOTTE,01-Apr-2022,30-Jun-2022
North Carolina,NC3095018,SAMARITANS PURSE CONFERENCE CENTER,220,BOONE,01-Jul-2022,30-Sep-2022
North Carolina,NC3095018,SAMARITANS PURSE CONFERENCE CENTER,220,BOONE,01-Oct-2022,31-Dec-2022
North Carolina,NC3095018,SAMARITANS PURSE CONFERENCE CENTER,220,BOONE,01-Jan-2023,31-Mar-2023
North Carolina,NC3095018,SAMARITANS PURSE CONFERENCE CENTER,220,BOONE,01-Apr-2023,30-Jun-2023
North Carolina,NC4092057,DEVONSHIRE S/D,150,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC4392117,LITTLE RIVER RUN S/D,116,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC4392186,WILLOW HILLS S/D,102,LUCAMA,01-Jan-2008,31-Dec-2010
North Carolina,NC4392195,EAGLES CROSSING S/D,196,CHARLOTTE,01-Jan-2004,31-Dec-2004
North Carolina,NC4392195,EAGLES CROSSING S/D,196,CHARLOTTE,01-Jan-2000,31-Dec-2002
North Carolina,NC4392409,KIDDIE UNIVERSITY,54,RALEIGH,01-Jan-2005,31-Dec-2007
North Carolina,NC5009003,WACCAMAW SIOUAN DAYCARE,42,BOLTON,01-Jan-2017,31-Dec-2019
North Dakota,ND0200226,DAZEY CITY OF,78,VALLEY CITY,01-Jul-2008,30-Sep-2008
North Dakota,ND0300659,MINNEWAUKAN CITY OF,224,MINNEWAUKAN,01-Jan-2011,31-Mar-2011
North Dakota,ND1801456,FOREST RIVER COLONY,100,FORDVILLE,01-Oct-2022,31-Dec-2022
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jul-2008,30-Sep-2008
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jan-2009,31-Mar-2009
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Apr-2010,30-Jun-2010
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Oct-2010,31-Dec-2010
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jul-2009,30-Sep-2009
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jul-2010,30-Sep-2010
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Oct-2009,31-Dec-2009
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Apr-2009,30-Jun-2009
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Oct-2008,31-Dec-2008
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jan-2010,31-Mar-2010
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jan-2011,31-Mar-2011
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Apr-2013,30-Jun-2013
North Dakota,ND2500509,KARLSRUHE CITY OF,82,KARLSRUHE,01-Jan-2015,31-Dec-2015
North Dakota,ND2500956,UPHAM CITY OF,130,UPHAM,01-Oct-2008,31-Dec-2008
North Dakota,ND2500956,UPHAM CITY OF,130,UPHAM,01-Jan-2009,31-Mar-2009
North Dakota,ND2500956,UPHAM CITY OF,130,UPHAM,01-Jul-2008,30-Sep-2008
North Dakota,ND2500956,UPHAM CITY OF,130,UPHAM,01-Jul-2009,30-Sep-2009
North Dakota,ND2500956,UPHAM CITY OF,130,UPHAM,01-Apr-2009,30-Jun-2009
North Dakota,ND3600231,DEVILS LAKE CITY OF,"7,141",DEVILS LAKE,01-Jan-2009,31-Mar-2009
North Dakota,ND3600231,DEVILS LAKE CITY OF,"7,141",DEVILS LAKE,01-Oct-2008,31-Dec-2008
North Dakota,ND3600231,DEVILS LAKE CITY OF,"7,141",DEVILS LAKE,01-Jul-2008,30-Sep-2008
North Dakota,ND4101452,SUNDALE HUTTERIAN ASSOCIATION,110,MILNOR,01-Jul-2008,30-Sep-2008
North Dakota,ND4101452,SUNDALE HUTTERIAN ASSOCIATION,110,MILNOR,01-Oct-2008,31-Dec-2008
North Dakota,ND4101452,SUNDALE HUTTERIAN ASSOCIATION,110,MILNOR,01-Jan-2009,31-Mar-2009
North Dakota,ND4101452,SUNDALE HUTTERIAN ASSOCIATION,110,MILNOR,01-Apr-2009,30-Jun-2009
North Dakota,ND4101452,SUNDALE HUTTERIAN ASSOCIATION,110,MILNOR,01-Jul-2021,30-Sep-2021
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Jul-2008,30-Sep-2008
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Jan-2009,31-Mar-2009
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Jul-2009,30-Sep-2009
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Apr-2009,30-Jun-2009
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Oct-2009,31-Dec-2009
North Dakota,ND5100515,KENMARE CITY OF,961,KENMARE,01-Oct-2008,31-Dec-2008
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Apr-2009,30-Jun-2009
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Oct-2008,31-Dec-2008
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jul-2008,30-Sep-2008
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jan-2009,31-Mar-2009
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jul-2011,30-Sep-2011
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jul-2010,30-Sep-2010
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Apr-2010,30-Jun-2010
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jan-2011,31-Mar-2011
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Oct-2010,31-Dec-2010
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Oct-2009,31-Dec-2009
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jul-2009,30-Sep-2009
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jan-2010,31-Mar-2010
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Apr-2011,30-Jun-2011
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Jan-2012,31-Mar-2012
North Dakota,ND5100849,RYDER CITY OF,85,RYDER,01-Oct-2011,31-Dec-2011
North Dakota,ND5301011,WILDROSE CITY OF,110,WILDROSE,01-Oct-2008,31-Dec-2008
